cars,pos_x,near_to,distance,signal_strength
Car-1,-10.399999999999977,Tower-2,7.291090453423273,Medium
Car-1,-10.099999999999977,Tower-2,7.280796659706958,Medium
Car-1,-9.799999999999976,Tower-2,7.28285658241325,Medium
Car-1,-9.499999999999975,Tower-2,7.297259759663214,Medium
Car-1,-9.199999999999974,Tower-2,7.323933369440224,Medium
Car-1,-8.899999999999974,Tower-2,7.36274405367999,Medium
Car-1,-8.599999999999973,Tower-2,7.413501197140261,Medium
Car-1,-8.299999999999972,Tower-2,7.475961476626273,Medium
Car-1,-7.9999999999999725,Tower-2,7.549834435270757,Medium
Car-1,-7.699999999999973,Tower-2,7.634788798650565,Medium
Car-1,-7.399999999999973,Tower-2,7.730459236035085,Medium
Car-1,-7.099999999999973,Tower-2,7.836453279386036,Medium
Car-1,-6.799999999999973,Tower-2,7.952358140828428,Medium
Car-1,-6.499999999999973,Tower-2,8.077747210701768,Medium
Car-1,-6.1999999999999735,Tower-2,8.212186067059136,Medium
Car-1,-5.899999999999974,Tower-2,8.355237878121736,Medium
Car-1,-5.599999999999974,Tower-2,8.506468127254708,Medium
Car-1,-5.299999999999974,Tower-2,8.665448632355988,Medium
Car-1,-4.999999999999974,Tower-2,8.831760866327862,Medium
Car-1,-4.699999999999974,Tower-2,9.004998611882195,Medium
Car-1,-4.399999999999975,Tower-2,9.184770002564042,Medium
Car-1,-4.099999999999975,Tower-2,9.370699013414116,Medium
Car-1,-3.799999999999975,Tower-2,9.562426470305553,Medium
Car-1,-3.499999999999975,Tower-2,9.759610647971584,Medium
Car-1,-3.1999999999999753,Tower-2,9.961927524329834,Medium
Car-1,-2.8999999999999755,Tower-2,10.169070754006992,Weak
Car-1,-2.5999999999999757,Tower-2,10.380751417888801,Weak
Car-1,-2.299999999999976,Tower-2,10.596697598780498,Weak
Car-1,-1.9999999999999758,Tower-2,10.816653826391986,Weak
Car-1,-1.6999999999999758,Tower-2,11.040380428228024,Weak
Car-1,-1.3999999999999757,Tower-2,11.267652816802638,Weak
Car-1,-1.0999999999999757,Tower-2,11.498260738042099,Weak
Car-1,-0.7999999999999756,Tower-2,11.73200750084999,Weak
Car-1,-0.49999999999997563,Tower-2,11.968709203585842,Weak
Car-1,-0.19999999999997564,Tower-2,12.208193969625501,Weak
Car-1,0.10000000000002435,Tower-2,12.450301201175838,Weak
Car-1,0.40000000000002434,Tower-2,12.694880858046698,Weak
Car-1,0.7000000000000244,Tower-2,12.941792766073815,Weak
Car-1,1.0000000000000244,Tower-2,13.19090595827294,Weak
Car-1,1.3000000000000245,Tower-2,13.442098050527697,Weak
Car-1,1.6000000000000245,Tower-2,13.695254652616013,Weak
Car-1,1.9000000000000246,Tower-2,13.950268814614311,Weak
Car-1,2.2000000000000246,Tower-2,14.207040508142454,Weak
Car-1,2.5000000000000244,Tower-2,14.465476141489454,Weak
Car-1,2.8000000000000242,Tower-2,14.725488107359993,Weak
Car-1,3.100000000000024,Tower-2,14.98699436177917,Weak
Car-1,7.900000000000022,Tower-3,14.946906034360412,Weak
Car-1,8.200000000000022,Tower-3,14.806755215103669,Weak
Car-1,8.500000000000023,Tower-3,14.671400751121201,Weak
Car-1,8.800000000000024,Tower-3,14.540976583434817,Weak
Car-1,9.100000000000025,Tower-3,14.415616532080746,Weak
Car-1,9.400000000000025,Tower-3,14.295453822806737,Weak
Car-1,9.700000000000026,Tower-3,14.180620578804009,Weak
Car-1,10.000000000000027,Tower-3,14.07124727947028,Weak
Car-1,10.300000000000027,Tower-3,13.967462188959015,Weak
Car-1,10.600000000000028,Tower-3,13.869390758068638,Weak
Car-1,10.900000000000029,Tower-3,13.777155003846033,Weak
Car-1,11.20000000000003,Tower-3,13.690872872099856,Weak
Car-1,11.50000000000003,Tower-3,13.610657588816192,Weak
Car-1,11.800000000000031,Tower-3,13.536617007214167,Weak
Car-1,12.100000000000032,Tower-3,13.468852957843136,Weak
Car-1,12.400000000000032,Tower-3,13.40746060967549,Weak
Car-1,12.700000000000033,Tower-3,13.352527850560726,Weak
Car-1,13.000000000000034,Tower-3,13.304134695650065,Weak
Car-1,13.300000000000034,Tower-3,13.262352732452861,Weak
Car-1,13.600000000000035,Tower-3,13.227244611029159,Weak
Car-1,13.900000000000036,Tower-3,13.198863587445699,Weak
Car-1,14.200000000000037,Tower-3,13.177253128023303,Weak
Car-1,14.500000000000037,Tower-3,13.162446581088181,Weak
Car-1,14.800000000000038,Tower-3,13.154466921924278,Weak
Car-1,15.100000000000039,Tower-3,13.153326575433304,Weak
Car-1,15.40000000000004,Tower-3,13.159027319676786,Weak
Car-1,15.70000000000004,Tower-3,13.171560272040669,Weak
Car-1,16.00000000000004,Tower-3,13.190905958272923,Weak
Car-1,16.30000000000004,Tower-3,13.217034463146417,Weak
Car-1,16.60000000000004,Tower-3,13.249905660041513,Weak
Car-1,16.90000000000004,Tower-3,13.289469515371941,Weak
Car-1,17.200000000000042,Tower-3,13.335666462535729,Weak
Car-1,17.500000000000043,Tower-4,13.275918047351714,Weak
Car-1,17.800000000000043,Tower-4,12.993844696624588,Weak
Car-1,18.100000000000044,Tower-4,12.712592182556591,Weak
Car-1,18.400000000000045,Tower-4,12.432216214336,Weak
Car-1,18.700000000000045,Tower-4,12.152777460317415,Weak
Car-1,19.000000000000046,Tower-4,11.874342087037874,Weak
Car-1,19.300000000000047,Tower-4,11.596982366115721,Weak
Car-1,19.600000000000048,Tower-4,11.32077735846788,Weak
Car-1,19.90000000000005,Tower-4,11.045813686641607,Weak
Car-1,20.20000000000005,Tower-4,10.77218640759614,Weak
Car-1,20.50000000000005,Tower-4,10.499999999999956,Weak
Car-1,20.80000000000005,Tower-4,10.229369482035493,Weak
Car-1,21.10000000000005,Tower-4,9.960421677820628,Medium
Car-1,21.400000000000052,Tower-4,9.693296652842061,Medium
Car-1,21.700000000000053,Tower-4,9.428149341201545,Medium
Car-1,22.000000000000053,Tower-4,9.165151389911633,Medium
Car-1,22.300000000000054,Tower-4,8.904493247793452,Medium
Car-1,22.600000000000055,Tower-4,8.646386528486868,Medium
Car-1,22.900000000000055,Tower-4,8.391066678319223,Medium
Car-1,23.200000000000056,Tower-4,8.138795979750276,Medium
Car-1,23.500000000000057,Tower-4,7.8898669190297035,Medium
Car-1,23.800000000000058,Tower-4,7.64460594144651,Medium
Car-1,24.10000000000006,Tower-4,7.403377607551793,Medium
Car-1,24.40000000000006,Tower-4,7.166589146867521,Medium
Car-1,24.70000000000006,Tower-4,6.934695379034277,Medium
Car-1,25.00000000000006,Tower-4,6.708203932499324,Medium
Car-1,25.30000000000006,Tower-4,6.487680633323393,Medium
Car-1,25.600000000000062,Tower-4,6.2737548565432055,Medium
Car-1,25.900000000000063,Tower-4,6.067124524846963,Medium
Car-1,26.200000000000063,Tower-4,5.8685603004484435,Strong
Car-1,26.500000000000064,Tower-4,5.6789083458002345,Strong
Car-1,26.800000000000065,Tower-4,5.49909083394697,Strong
Car-1,27.100000000000065,Tower-4,5.330103188494536,Strong
Car-1,27.400000000000066,Tower-4,5.1730068625509915,Strong
Car-1,27.700000000000067,Tower-4,5.028916384272033,Strong
Car-1,28.000000000000068,Tower-4,4.898979485566328,Strong
Car-1,28.300000000000068,Tower-4,4.78434948556225,Strong
Car-1,28.60000000000007,Tower-4,4.686149805543972,Strong
Car-1,28.90000000000007,Tower-4,4.605431575867765,Strong
Car-1,29.20000000000007,Tower-4,4.543126676640206,Strong
Car-1,29.50000000000007,Tower-4,4.499999999999992,Strong
Car-1,29.80000000000007,Tower-4,4.476605857119875,Strong
Car-1,30.100000000000072,Tower-4,4.47325384926901,Strong
Car-1,30.400000000000073,Tower-4,4.489988864128736,Strong
Car-1,30.700000000000074,Tower-4,4.526588119102522,Strong
Car-1,31.000000000000075,Tower-4,4.582575694955857,Strong
Car-1,31.300000000000075,Tower-4,4.657252408878028,Strong
Car-1,31.600000000000076,Tower-4,4.7497368348151925,Strong
Car-1,31.900000000000077,Tower-4,4.859012245302567,Strong
Car-1,32.200000000000074,Tower-4,4.983974317750877,Strong
Car-1,32.50000000000007,Tower-4,5.123475382979834,Strong
Car-1,32.80000000000007,Tower-4,5.276362383309204,Strong
Car-1,33.100000000000065,Tower-4,5.441507144165153,Strong
Car-1,33.40000000000006,Tower-4,5.617828762075294,Strong
Car-1,33.70000000000006,Tower-4,5.8043087443726185,Strong
Car-1,34.00000000000006,Tower-4,6.000000000000038,Medium
Car-1,34.300000000000054,Tower-4,6.204030947698477,Medium
Car-1,34.60000000000005,Tower-4,6.415605972938212,Medium
Car-1,34.90000000000005,Tower-4,6.63400331624883,Medium
Car-1,35.200000000000045,Tower-4,6.858571279792933,Medium
Car-1,35.50000000000004,Tower-4,7.088723439378946,Medium
Car-1,35.80000000000004,Tower-4,7.323933369440254,Medium
